Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),Ozon-8h-Mittel 12-20h,,Wind-G mittel (m/s),Wind-G Max
11/25/2014 11:30,11.9,18.6,27.8,8.6,220,0,123,1.9,,,,,,,,,,,,,,,28.2,,
11/25/2014 12:00,7.2,14.9,30.5,8.6,276,0,121,2.1,,,,,,,,,,,,,,,28.4,,
11/25/2014 12:30,8.2,15.3,29.8,8.7,274,0,115,2.3,,,,,,,,,,,,,,,28.6,,
11/25/2014 13:00,5.8,13.2,32.5,8.7,178,0,103,1.7,,,,,,,,,,,,,,,28.7,,
11/25/2014 13:30,3.8,11.9,35.9,8.3,146,0,77,2.1,,,,,,,,,,,,,,,29.0,,
11/25/2014 14:00,10.4,17,30.6,8.1,78,0,29,1.1,,,,,,,,,,,,,,,28.9,,
11/25/2014 14:30,26.5,24.4,24.4,8.3,70,0,26,0.9,,,,,,,,,,,,,,,28.3,,
11/25/2014 15:00,26,24,25,8.6,72,0,3,1,,,,,,,,,,,,,,,27.7,,
11/25/2014 15:30,36.9,30.6,20.9,8.8,26,0,343,0.3,,,,,,,,,,,,,,,26.8,,
11/25/2014 16:00,10.5,20.9,28.3,8.9,16,0,79,1.2,,,,,,,,,,,,,,,27.3,,
11/25/2014 16:30,1.3,14.5,33.8,8.9,9,0,85,2.6,,,,,,,,,,,,,,,29.1,,
11/25/2014 17:00,6,17.8,31.1,8.9,2,0,78,1.5,,,,,,,,,,,,,,,29.5,,
11/25/2014 17:30,0.5,15.3,30.7,8.8,1,0,82,2.4,,,,,,,,,,,,,,,29.2,,
11/25/2014 18:00,1.5,16.3,28.3,8.6,1,0,80,2.4,,,,,,,,,,,,,,,28.9,,
11/25/2014 18:30,2.7,16.8,27.7,8.6,1,0,82,1.7,,,,,,,,,,,,,,,28.9,,
11/25/2014 19:00,3.4,17.2,27.9,8.6,1,0,98,1.5,,,,,,,,,,,,,,,29.1,,
11/25/2014 19:30,2.2,15.2,30.3,8.5,1,0,89,2,,,,,,,,,,,,,,,29.2,,
11/25/2014 20:00,1,13.9,30.5,8.4,1,0,97,2.4,,,,,,,,,,,,,,,29.2,,
11/25/2014 20:30,0.8,13.7,30.4,8.4,1,0,96,3,,,,,,,,,,,,,,,29.3,,
11/25/2014 21:00,0.6,12.9,31.6,8.4,1,0,94,3.6,,,,,,,,,,,,,,,29.2,,
11/25/2014 21:30,0.5,12.3,33.4,8.4,1,0,98,3.4,,,,,,,,,,,,,,,29.1,,
11/25/2014 22:00,1.4,11.7,36.3,8.4,1,0,121,2.8,,,,,,,,,,,,,,,29.4,,
11/25/2014 22:30,1.4,11.2,37.9,8.3,1,0,110,1.7,,,,,,,,,,,,,,,30.3,,
11/25/2014 23:00,1.8,11.6,36.2,8.2,1,0,88,1.3,,,,,,,,,,,,,,,31.0,,
11/25/2014 23:30,0.7,11.9,34,8,1,0,104,1.8,,,,,,,,,,,,,,,31.8,,
11/26/2014 0:00,2,13.4,31.2,7.9,1,0,99,2,,,,,,,,,,,,,,,32.0,,
11/26/2014 0:30,0.4,13.1,29.3,7.7,1,0,83,3.5,,,,,,,,,,,,,,,31.7,,
11/26/2014 1:00,0.5,13.9,26.9,7.4,1,0,87,2.6,,,,,,,,,,,,,,,31.4,,
11/26/2014 1:30,0.6,14.4,25.1,7.2,1,0,97,1.4,,,,,,,,,,,,,,,31.1,,
11/26/2014 2:00,0.4,14,24.2,6.9,1,0,114,0.5,,,,,,,,,,,,,,,30.8,,
11/26/2014 2:30,0.3,13.4,23.9,6.6,1,0,83,1.8,,,,,,,,,,,,,,,30.6,,
11/26/2014 3:00,0.3,12.4,24.6,6.4,1,0,90,2.9,,,,,,,,,,,,,,,30.4,,
11/26/2014 3:30,,,,6.2,1,0,104,2.6,,,,,,,,,,,,,,,30.4,,
11/26/2014 4:00,0.3,9.9,29,6.1,1,0,97,3.3,,,,,,,,,,,,,,,30.3,,
11/26/2014 4:30,0.2,9.1,30.8,6,1,0,86,3.7,,,,,,,,,,,,,,,30.3,,
11/26/2014 5:00,0.3,8.3,31.7,5.9,1,0,85,3.8,,,,,,,,,,,,,,,30.3,,
11/26/2014 5:30,0.3,7.9,32.4,5.9,1,0,80,4,,,,,,,,,,,,,,,30.2,,
11/26/2014 6:00,0.7,7.9,32.4,5.8,1,0,83,3.5,,,,,,,,,,,,,,,30.0,,
11/26/2014 6:30,0.4,8.6,32,5.8,1,0,86,4,,,,,,,,,,,,,,,29.6,,
11/26/2014 7:00,0.8,9,30.9,5.8,1,0,86,3.8,,,,,,,,,,,,,,,29.2,,
11/26/2014 7:30,1.4,10.2,29.4,5.8,1,0,85,3.8,,,,,,,,,,,,,,,28.9,,
11/26/2014 8:00,2.4,12,27.6,5.8,3,0,87,4,,,,,,,,,,,,,,,28.7,,
11/26/2014 8:30,3.2,12.1,27,5.8,16,0,90,3.7,,,,,,,,,,,,,,,28.5,,
11/26/2014 9:00,1.9,11.2,27.1,5.9,38,0,91,3.1,,,,,,,,,,,,,,,28.5,,
11/26/2014 9:30,2.3,11.5,27,6,52,0,91,3.5,,,,,,,,,,,,,,,28.7,,
11/26/2014 10:00,3,11.6,26.5,6.1,70,0,92,3.5,,,,,,,,,,,,,,,28.8,,
11/26/2014 10:30,2.5,11.4,25.7,6.2,107,0,87,3.1,,,,,,,,,,,,,,,28.9,,
11/26/2014 11:00,2.9,12.3,24.5,6.4,95,0,91,3.5,,,,,,,,,,,,,,,28.9,,
11/26/2014 11:30,4.5,13.8,22.2,6.4,80,0,98,3.1,,,,,,,,,,,,,,,28.5,,
11/26/2014 12:00,3.1,13.5,21.5,6.5,73,0,99,3.2,,,,,,,,,,,,,,,28.0,,
11/26/2014 12:30,4,16,18.7,6.5,56,0,104,2.5,,,,,,,,,,,,,,,27.3,,
11/26/2014 13:00,5.4,15.4,18.7,6.6,99,0,102,2.5,,,,,,,,,,,,,,,26.5,,
11/26/2014 13:30,7.8,14.8,18.2,6.7,87,0,92,2.8,,,,,,,,,,,,,,,25.6,,
11/26/2014 14:00,8,16.9,16.2,6.8,81,0,97,2.1,,,,,,,,,,,,,,,24.6,,
11/26/2014 14:30,11.4,19,14.7,7.1,93,0,106,1.5,,,,,,,,,,,,,,,23.5,,
11/26/2014 15:00,10.7,18.8,14.2,7.1,66,0,108,1.5,,,,,,,,,,,,,,,22.5,,
11/26/2014 15:30,12.8,20.5,13.5,7,42,0,106,1,,,,,,,,,,,,,,,21.5,,
11/26/2014 16:00,13.7,23.1,11.9,7.1,32,0,124,1.2,,,,,,,,,,,,,,,20.5,,
11/26/2014 16:30,10.4,22.6,11.1,6.9,9,0,94,1.4,,,,,,,,,,,,,,,19.5,,
11/26/2014 17:00,5.3,23.5,10.2,6.9,2,0,91,1.7,,,,,,,,,,,,,,,18.4,,
11/26/2014 17:30,3.5,23.6,10.2,6.9,1,0,100,1.7,,,,,,,,,,,,,,,17.4,,
11/26/2014 18:00,4.4,23.6,10.7,6.9,1,0,90,2.1,,,,,,,,,,,,,,,16.4,,
11/26/2014 18:30,4.4,24.4,8.5,6.9,1,0,102,2.5,,,,,,,,,,,,,,,15.3,,
11/26/2014 19:00,3.2,25.1,7.7,6.9,1,0,104,2.4,,,,,,,,,,,,,,,14.3,,
11/26/2014 19:30,5.9,26.3,6.4,6.9,1,0,104,1.3,,,,,,,,,,,,,,,13.3,,
11/26/2014 20:00,5.2,26.1,5.8,6.9,1,0,103,1.6,,,,,,,,,,,,,,,12.3,,
11/26/2014 20:30,3.2,25.5,6,6.9,1,0,92,1.6,,,,,,,,,,,,,,,11.5,,
11/26/2014 21:00,2.5,25.8,5.6,6.8,1,0,100,1.7,,,,,,,,,,,,,,,10.7,,
11/26/2014 21:30,2.4,24.8,5.9,6.7,1,0,96,1.7,,,,,,,,,,,,,,,9.9,,
11/26/2014 22:00,2.2,24.3,6.1,6.7,1,0,94,1.6,,,,,,,,,,,,,,,9.3,,
11/26/2014 22:30,2.9,24.3,6.3,6.7,1,0,90,1.3,,,,,,,,,,,,,,,8.8,,
11/26/2014 23:00,1.4,23.5,6.7,6.6,1,0,81,1.3,,,,,,,,,,,,,,,8.3,,
11/26/2014 23:30,1.8,22.9,6.7,6.6,1,0,76,1,,,,,,,,,,,,,,,7.9,,
11/27/2014 0:00,1,22.3,7.4,6.6,1,0,84,1.4,,,,,,,,,,,,,,,7.6,,
11/27/2014 0:30,2.2,21.7,7.3,6.6,1,0,74,0.6,,,,,,,,,,,,,,,7.3,,
11/27/2014 1:00,0.9,20.5,8,6.5,1,0,84,0.6,,,,,,,,,,,,,,,7.2,,
11/27/2014 1:30,1,19.9,8,6.5,1,0,81,0.6,,,,,,,,,,,,,,,7.1,,
11/27/2014 2:00,0.4,19.5,8.1,6.4,1,0,81,1.2,,,,,,,,,,,,,,,6.9,,
11/27/2014 2:30,0.7,19,8.2,6.3,1,0,85,1.6,,,,,,,,,,,,,,,6.9,,
11/27/2014 3:00,0.3,18.9,8,6.2,1,0,80,1.8,,,,,,,,,,,,,,,6.9,,
11/27/2014 3:30,0.9,18.8,7.5,6.3,1,0,17,0.6,,,,,,,,,,,,,,,7.0,,
11/27/2014 4:00,1.1,19.7,6.9,6.3,1,0,60,0.1,,,,,,,,,,,,,,,7.0,,
11/27/2014 4:30,0.4,19.2,,6.2,1,0,91,1.2,,,,,,,,,,,,,,,7.1,,
11/27/2014 5:00,1.3,19.4,6.3,6.2,1,0,119,0.9,,,,,,,,,,,,,,,7.2,,
11/27/2014 5:30,3.6,19.9,5.9,6.3,1,0,74,0.3,,,,,,,,,,,,,,,7.2,,
11/27/2014 6:00,8,22,5.1,6.3,1,0,341,0.3,,,,,,,,,,,,,,,7.1,,
11/27/2014 6:30,16.6,22.4,4.4,6.3,1,0,351,0.6,,,,,,,,,,,,,,,7.0,,
11/27/2014 7:00,19.8,26.2,4.2,6.4,1,0,360,0.5,,,,,,,,,,,,,,,6.8,,
11/27/2014 7:30,32.4,27.3,3.6,6.5,1,0,117,0.1,,,,,,,,,,,,,,,6.6,,
11/27/2014 8:00,22.8,25.9,3.9,6.4,2,0,135,1,,,,,,,,,,,,,,,6.4,,
11/27/2014 8:30,18.5,24.4,5.4,6.5,11,0,99,0.8,,,,,,,,,,,,,,,6.2,,
11/27/2014 9:00,15.8,22.2,6.9,6.5,27,0,97,0.9,,,,,,,,,,,,,,,6.2,,
11/27/2014 9:30,26.2,24.5,7.9,6.6,48,0,125,1,,,,,,,,,,,,,,,6.2,,
11/27/2014 10:00,9.5,17.6,9.8,6.7,69,0,97,1.3,,,,,,,,,,,,,,,6.3,,
11/27/2014 10:30,12.5,17.8,10.5,6.9,84,0,106,1.1,,,,,,,,,,,,,,,6.4,,
11/27/2014 11:00,31.2,23.2,8.7,7.2,97,0,108,0.4,,,,,,,,,,,,,,,6.5,,
11/27/2014 11:30,12.1,16.4,11.2,7.3,114,0,106,1.5,,,,,,,,,,,,,,,6.7,,
11/27/2014 12:00,10,15.6,11.9,7.4,129,0,106,1.9,,,,,,,,,,,,,,,7.0,,
11/27/2014 12:30,13.4,14.2,14.1,7.9,276,0,75,1.1,,,,,,,,,,,,,,,7.5,,
11/27/2014 13:00,12.1,14,14.7,8.7,234,0,110,1.6,,,,,,,,,,,,,,,8.0,,
11/27/2014 13:30,13.7,15.6,13.8,8.3,157,0,114,1.9,,,,,,,,,,,,,,,8.5,,
11/27/2014 14:00,9,15.5,12.5,8.1,127,0,105,2.2,,,,,,,,,,,,,,,9.0,,
11/27/2014 14:30,8.5,16.1,11.6,7.9,106,0,104,2.3,,,,,,,,,,,,,,,9.4,,
11/27/2014 15:00,5.8,15.6,12.2,7.8,90,0,95,2.3,,,,,,,,,,,,,,,9.9,,
11/27/2014 15:30,4.8,16.2,11,7.6,52,0,89,2.3,,,,,,,,,,,,,,,10.4,,
11/27/2014 16:00,6.9,18.7,8.9,7.5,29,0,87,1.8,,,,,,,,,,,,,,,10.7,,
11/27/2014 16:30,4.7,20.5,7.2,7.4,11,0,98,2.1,,,,,,,,,,,,,,,10.8,,
11/27/2014 17:00,7.9,23.7,4.9,7.2,2,0,108,1.7,,,,,,,,,,,,,,,10.7,,
11/27/2014 17:30,3.9,22.7,4.9,7.1,1,0,98,2,,,,,,,,,,,,,,,10.5,,
11/27/2014 18:00,4.3,24.1,3.7,7.1,1,0,95,2,,,,,,,,,,,,,,,10.1,,
11/27/2014 18:30,3.8,24.4,2.5,7.1,1,0,104,2.7,,,,,,,,,,,,,,,9.6,,
11/27/2014 19:00,3,24.3,2.6,7.1,1,0,99,3.1,,,,,,,,,,,,,,,9.2,,
11/27/2014 19:30,2.6,24.6,2,7,1,0,104,3.3,,,,,,,,,,,,,,,8.7,,
11/27/2014 20:00,3.7,25.1,1.9,7,1,0,106,3.1,,,,,,,,,,,,,,,8.0,,
11/27/2014 20:30,3.8,25.4,1.7,7,1,0,93,3.5,,,,,,,,,,,,,,,7.3,,
11/27/2014 21:00,3.8,25.7,1.6,7,1,0,82,2.6,,,,,,,,,,,,,,,6.4,,
11/27/2014 21:30,3.9,25.7,1.6,7,1,0,96,2.5,,,,,,,,,,,,,,,5.7,,
11/27/2014 22:00,4,25.7,1.7,6.9,1,0,99,2.5,,,,,,,,,,,,,,,5.0,,
11/27/2014 22:30,2,26.4,2.2,6.8,1,0,98,3.4,,,,,,,,,,,,,,,4.4,,
11/27/2014 23:00,1.3,26.4,2.7,6.7,1,0,95,3.3,,,,,,,,,,,,,,,3.8,,
11/27/2014 23:30,1.5,26.7,2.7,6.7,1,0,90,3,,,,,,,,,,,,,,,3.3,,
11/28/2014 0:00,1,26,3.3,6.6,1,0,91,3.1,,,,,,,,,,,,,,,3.0,,
11/28/2014 0:30,0.9,25.1,4.5,6.5,1,0,94,3.2,,,,,,,,,,,,,,,2.8,,
11/28/2014 1:00,0.8,24.6,5.1,6.4,1,0,93,2.8,,,,,,,,,,,,,,,2.8,,
11/28/2014 1:30,0.5,23.7,,6.3,1,0,93,3.4,,,,,,,,,,,,,,,2.7,,
11/28/2014 2:00,0.4,22.7,7.2,6.2,1,0,93,2.9,,,,,,,,,,,,,,,2.9,,
11/28/2014 2:30,0.6,21.6,7.7,6.1,1,0,91,1.9,,,,,,,,,,,,,,,3.2,,
11/28/2014 3:00,0.6,21.4,7.9,6,1,0,77,2.5,,,,,,,,,,,,,,,3.6,,
11/28/2014 3:30,1.2,21.7,7.9,5.7,1,0,89,1.9,,,,,,,,,,,,,,,4.0,,
11/28/2014 4:00,0.5,21.5,8.2,5.5,1,0,85,3.4,,,,,,,,,,,,,,,4.4,,
11/28/2014 4:30,0.6,21.3,7.9,5.1,1,0,115,1.4,,,,,,,,,,,,,,,4.8,,
11/28/2014 5:00,0.5,20.1,8.8,4.9,1,0,107,2,,,,,,,,,,,,,,,5.3,,
11/28/2014 5:30,1.5,19.1,9.8,4.7,1,0,86,1.9,,,,,,,,,,,,,,,5.8,,
11/28/2014 6:00,7.6,20.7,9.9,4.8,1,0,131,0.7,,,,,,,,,,,,,,,6.4,,
11/28/2014 6:30,5,18.7,11.3,4.8,1,0,134,0.9,,,,,,,,,,,,,,,7.0,,
11/28/2014 7:00,5.2,18.5,11.6,4.7,1,0,82,1.1,,,,,,,,,,,,,,,7.6,,
11/28/2014 7:30,4.8,17.6,12.6,4.6,1,0,88,1.8,,,,,,,,,,,,,,,8.2,,
11/28/2014 8:00,13.4,21.6,11.4,4.5,3,0,113,1.4,,,,,,,,,,,,,,,8.8,,
11/28/2014 8:30,28.8,26.1,10.2,4.5,17,0,114,0.4,,,,,,,,,,,,,,,9.2,,
11/28/2014 9:00,18.6,21.2,13.9,4.7,44,0,110,1,,,,,,,,,,,,,,,9.8,,
11/28/2014 9:30,20.2,21.3,13.2,5,58,0,136,1.3,,,,,,,,,,,,,,,10.0,,
11/28/2014 10:00,22.5,20.2,14,5.2,62,0,123,0.7,,,,,,,,,,,,,,,10.4,,
11/28/2014 10:30,31.5,24.9,13.4,5.4,72,0,180,0.5,,,,,,,,,,,,,,,10.8,,
11/28/2014 11:00,21.2,18.2,14.1,5.7,104,0,93,0.7,,,,,,,,,,,,,,,11.1,,
11/28/2014 11:30,24.3,18.4,15.1,6,150,0,157,0.4,,,,,,,,,,,,,,,11.6,,
11/28/2014 12:00,9.2,11.9,18.7,6.2,157,0,62,1.1,,,,,,,,,,,,,,,12.2,,
11/28/2014 12:30,6.4,11.7,19.1,6.2,124,0,64,1.6,,,,,,,,,,,,,,,12.9,,
11/28/2014 13:00,11.6,14.6,18,6.2,122,0,60,1,,,,,,,,,,,,,,,13.5,,
11/28/2014 13:30,14.2,18,17.3,6.5,134,0,101,0.8,,,,,,,,,,,,,,,14.0,,
11/28/2014 14:00,11.7,16.3,19,6.5,146,0,81,0.7,,,,,,,,,,,,,,,14.6,,
11/28/2014 14:30,16.6,17.6,17.5,6.6,130,0,101,0.6,,,,,,,,,,,,,,,14.9,,
11/28/2014 15:00,23.8,21.8,15.6,6.7,114,0,27,0.5,,,,,,,,,,,,,,,15.2,,
11/28/2014 15:30,19.5,23.3,13.6,6.5,63,0,128,0.6,,,,,,,,,,,,,,,15.3,,
11/28/2014 16:00,8.8,21,14,6.2,30,0,67,0.4,,,,,,,,,,,,,,,15.4,,
11/28/2014 16:30,8.5,20,13.3,5.8,9,0,66,1.4,,,,,,,,,,,,,,,15.6,,
11/28/2014 17:00,17,26.5,10.1,5.7,2,0,48,0.7,,,,,,,,,,,,,,,15.4,,
11/28/2014 17:30,15.3,28.2,10,5.6,1,0,325,0.5,,,,,,,,,,,,,,,15.2,,
11/28/2014 18:00,31.1,34.2,7.9,5.6,1,0,311,0.4,,,,,,,,,,,,,,,14.8,,
11/28/2014 18:30,10.1,26.8,9.8,5.5,1,0,139,0.8,,,,,,,,,,,,,,,14.6,,
11/28/2014 19:00,20.1,31.4,9.8,5.4,1,0,358,0.3,,,,,,,,,,,,,,,14.3,,
11/28/2014 19:30,13,27.3,9.7,5.3,1,0,152,0.8,,,,,,,,,,,,,,,14.0,,
11/28/2014 20:00,6.8,26.4,10.2,5.2,1,0,101,0.4,,,,,,,,,,,,,,,13.4,,
11/28/2014 20:30,8.5,24.9,9.9,5.2,1,0,327,0.4,,,,,,,,,,,,,,,12.9,,
11/28/2014 21:00,14.6,29.4,8.4,5.3,1,0,210,0.1,,,,,,,,,,,,,,,12.3,,
11/28/2014 21:30,8.7,24.7,10.6,5.3,1,0,61,0.2,,,,,,,,,,,,,,,11.8,,
11/28/2014 22:00,6,23,11.7,5.2,1,0,20,0.1,,,,,,,,,,,,,,,11.4,,
11/28/2014 22:30,4.8,20.7,13.5,5.1,1,0,180,0.4,,,,,,,,,,,,,,,11.1,,
11/28/2014 23:00,10.9,22.1,13.5,5.1,1,0,255,0.6,,,,,,,,,,,,,,,11.0,,
11/28/2014 23:30,2.8,17.6,15.4,5,1,0,118,1.1,,,,,,,,,,,,,,,11.1,,
11/29/2014 0:00,4.1,18,16,4.9,1,0,2,0.4,,,,,,,,,,,,,,,11.2,,
11/29/2014 0:30,4.3,17.1,15.8,4.9,1,0,91,0.1,,,,,,,,,,,,,,,11.4,,
11/29/2014 1:00,3.9,16.9,15.5,5,1,0,166,0.3,,,,,,,,,,,,,,,11.7,,
11/29/2014 1:30,1.2,14.9,16.4,4.9,1,0,137,0.4,,,,,,,,,,,,,,,12.1,,
11/29/2014 2:00,5.4,16.7,14.6,4.9,1,0,267,0.3,,,,,,,,,,,,,,,12.6,,
11/29/2014 2:30,0.6,14.6,,4.8,1,0,140,1,,,,,,,,,,,,,,,12.7,,
11/29/2014 3:00,3.8,15.2,14.2,4.8,1,0,132,0.3,,,,,,,,,,,,,,,13.0,,
11/29/2014 3:30,0.8,13.7,15,4.6,1,0,104,1.2,,,,,,,,,,,,,,,13.4,,
11/29/2014 4:00,0.6,13.6,14.5,4.6,1,0,101,0.3,,,,,,,,,,,,,,,13.7,,
11/29/2014 4:30,,,13.8,4.5,1,0,78,0.4,,,,,,,,,,,,,,,13.9,,
11/29/2014 5:00,2.2,14.9,12.9,4.5,1,0,221,0.2,,,,,,,,,,,,,,,14.2,,
11/29/2014 5:30,1.1,13.5,12.3,4.4,1,0,77,0.5,,,,,,,,,,,,,,,14.3,,
11/29/2014 6:00,1,13.2,12.5,4.4,1,0,117,0.8,,,,,,,,,,,,,,,14.4,,
11/29/2014 6:30,1.9,13.4,12.7,4.3,1,0,111,0.8,,,,,,,,,,,,,,,14.3,,
11/29/2014 7:00,1.3,13.5,12.6,4.2,1,0,125,1.5,,,,,,,,,,,,,,,14.3,,
11/29/2014 7:30,1.1,13.2,12.7,4.1,1,0,110,1.6,,,,,,,,,,,,,,,14.1,,
11/29/2014 8:00,1.4,13.6,12.1,4.1,2,0,96,1.2,,,,,,,,,,,,,,,13.8,,
11/29/2014 8:30,1.8,13.5,12,4,5,0,51,1.1,,,,,,,,,,,,,,,13.6,,
11/29/2014 9:00,4.2,14.2,12,4,11,0,51,1.2,,,,,,,,,,,,,,,13.4,,
11/29/2014 9:30,4.1,13,13,4,18,0,76,1.9,,,,,,,,,,,,,,,13.1,,
11/29/2014 10:00,4.6,14.3,12,4.2,27,0,102,0.8,,,,,,,,,,,,,,,13.0,,
11/29/2014 10:30,8.7,14.5,12.4,4.3,33,0,97,0.4,,,,,,,,,,,,,,,12.9,,
11/29/2014 11:00,7.7,14.1,13.2,4.3,40,0,51,1.1,,,,,,,,,,,,,,,12.9,,
11/29/2014 11:30,17.4,16.9,12.1,4.4,46,0,84,0.5,,,,,,,,,,,,,,,12.7,,
11/29/2014 12:00,5.7,13.9,13.2,4.5,50,0,89,0.9,,,,,,,,,,,,,,,12.6,,
11/29/2014 12:30,7.1,13.8,13.7,4.5,54,0,90,0.8,,,,,,,,,,,,,,,12.6,,
11/29/2014 13:00,8.1,13.4,14.4,4.5,57,0,84,1.1,,,,,,,,,,,,,,,12.7,,
11/29/2014 13:30,10.9,16.5,13.2,4.7,60,0,80,0.6,,,,,,,,,,,,,,,12.7,,
11/29/2014 14:00,6,13.3,14.6,4.7,54,0,67,1.1,,,,,,,,,,,,,,,12.9,,
11/29/2014 14:30,9,15.7,12.6,4.8,43,0,100,0.9,,,,,,,,,,,,,,,12.9,,
11/29/2014 15:00,7,15.5,12.8,4.8,28,0,98,0.7,,,,,,,,,,,,,,,12.9,,
11/29/2014 15:30,4.9,15.3,12.8,4.7,19,0,61,0.6,,,,,,,,,,,,,,,12.9,,
11/29/2014 16:00,5.4,16.9,12.3,4.7,11,0,89,0.7,,,,,,,,,,,,,,,12.9,,
11/29/2014 16:30,8.5,19.4,10,4.7,4,0,122,1.5,,,,,,,,,,,,,,,12.8,,
11/29/2014 17:00,4,16.8,11.4,4.6,1,0,112,1.8,,,,,,,,,,,,,,,12.7,,
11/29/2014 17:30,3.2,16.3,11.6,4.6,1,0,101,0.9,,,,,,,,,,,,,,,12.6,,
11/29/2014 18:00,14.3,21.3,8.7,4.7,1,0,16,0.2,,,,,,,,,,,,,,,12.4,,
11/29/2014 18:30,8.7,19.3,10.1,4.7,1,0,127,0.5,,,,,,,,,,,,,,,12.3,,
11/29/2014 19:00,5.3,18.7,10.4,4.6,1,0,130,0.9,,,,,,,,,,,,,,,12.1,,
11/29/2014 19:30,6.9,19,10.1,4.7,1,0,134,0.8,,,,,,,,,,,,,,,12.0,,
11/29/2014 20:00,2.8,18.1,9.9,4.6,1,0,116,1.5,,,,,,,,,,,,,,,11.8,,
11/29/2014 20:30,11.6,21.6,8.1,4.6,1,0,180,0.3,,,,,,,,,,,,,,,11.4,,
11/29/2014 21:00,4.6,19.2,8.7,4.6,1,0,92,0.5,,,,,,,,,,,,,,,11.1,,
11/29/2014 21:30,8.4,19.5,8.6,4.5,1,0,31,0.2,,,,,,,,,,,,,,,10.8,,
11/29/2014 22:00,5.4,18.6,9,4.5,1,0,136,0.4,,,,,,,,,,,,,,,10.4,,
11/29/2014 22:30,5.4,17.8,10.3,4.5,1,0,125,0.7,,,,,,,,,,,,,,,10.3,,
11/29/2014 23:00,3,16.7,11.1,4.5,1,0,127,0.9,,,,,,,,,,,,,,,10.2,,
11/29/2014 23:30,5.1,16.6,11.5,4.4,1,0,92,0.7,,,,,,,,,,,,,,,10.1,,
11/30/2014 0:00,1.4,15.2,11.9,4.4,1,0,105,1.1,,,,,,,,,,,,,,,10.1,,
11/30/2014 0:30,5.2,17,11.2,4.4,1,0,123,0.6,,,,,,,,,,,,,,,10.2,,
11/30/2014 1:00,1.2,15.6,11.5,4.4,1,0,106,1.2,,,,,,,,,,,,,,,10.2,,
11/30/2014 1:30,1.3,15.8,11.4,4.4,1,0,115,1.2,,,,,,,,,,,,,,,10.2,,
11/30/2014 2:00,4.4,17.6,11.1,4.4,1,0,117,0.3,,,,,,,,,,,,,,,10.3,,
11/30/2014 2:30,0.6,15,13.1,4.4,1,0,124,1.2,,,,,,,,,,,,,,,10.5,,
11/30/2014 3:00,0.6,14.7,12.8,4.3,1,0,116,2,,,,,,,,,,,,,,,10.6,,
11/30/2014 3:30,0.7,14.3,,4.3,1,0,103,2.2,,,,,,,,,,,,,,,10.7,,
11/30/2014 4:00,0.5,13.8,12.5,4.3,1,0,97,2,,,,,,,,,,,,,,,10.9,,
11/30/2014 4:30,0.9,14.5,11.8,4.2,1,0,116,0.8,,,,,,,,,,,,,,,11.1,,
11/30/2014 5:00,0.8,14,11.3,4.2,1,0,70,0.6,,,,,,,,,,,,,,,11.3,,
11/30/2014 5:30,0.9,13.7,10.4,4.2,1,0,89,1.2,,,,,,,,,,,,,,,11.4,,
11/30/2014 6:00,1,14,10.5,4.1,1,0,88,1.2,,,,,,,,,,,,,,,11.5,,
11/30/2014 6:30,1.5,13.8,10.1,4.1,1,0,105,1.1,,,,,,,,,,,,,,,11.5,,
11/30/2014 7:00,0.7,13.2,10.3,4,1,0,94,1.5,,,,,,,,,,,,,,,11.4,,
11/30/2014 7:30,0.7,13.3,10.6,4,1,0,96,1.7,,,,,,,,,,,,,,,11.4,,
11/30/2014 8:00,0.5,12.9,11.2,4,2,0,98,1.7,,,,,,,,,,,,,,,11.3,,
11/30/2014 8:30,0.9,12.2,12,4,4,0,87,1.6,,,,,,,,,,,,,,,11.4,,
11/30/2014 9:00,13.8,14.9,10.6,4,10,0,82,0.4,,,,,,,,,,,,,,,11.3,,
11/30/2014 9:30,5.1,12.6,11.6,4.1,16,0,83,0.7,,,,,,,,,,,,,,,11.3,,
11/30/2014 10:00,3,12.3,11.7,4.1,20,0,116,1.1,,,,,,,,,,,,,,,11.4,,
11/30/2014 10:30,2.8,11.1,12.4,4.1,25,0,98,1.6,,,,,,,,,,,,,,,11.3,,
11/30/2014 11:00,2.1,10.5,13.1,4,30,0,81,2.3,,,,,,,,,,,,,,,11.3,,
11/30/2014 11:30,2.9,10.8,12.5,4,33,0,75,1.5,,,,,,,,,,,,,,,11.4,,
11/30/2014 12:00,3,11.3,11.9,4.1,35,0,74,1.8,,,,,,,,,,,,,,,11.4,,
11/30/2014 12:30,4.2,12.6,11.5,4.1,36,0,79,0.9,,,,,,,,,,,,,,,11.4,,
11/30/2014 13:00,6.1,13.3,11.1,4.2,39,0,89,0.8,,,,,,,,,,,,,,,11.3,,
11/30/2014 13:30,4,12.2,11.9,4.2,40,0,76,1.2,,,,,,,,,,,,,,,11.4,,
11/30/2014 14:00,3.7,13.2,11.2,4.3,33,0,95,1.1,,,,,,,,,,,,,,,11.5,,
