Datum ,NO (µg/m³),NO2 (µg/m³),Ozon (µg/m³),Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Windrichtung (°),Windgeschwindigkeit (m/s),Taupunkt (°C),,NO (µg/m³),NO Max,NO2 (µg/m³),NO2 Max,Ozon (µg/m³),Ozon Max,Temperatur (°C),Globalstrahlung (W/m²),Niederschlag (mm),Temperatur (°C),Temperatur (°C),,Ozon 8h-Mittel
9/9/2010 3:00,0,6.14,43.71,14.64,0,0,146,1.96,11.69,,,,,,,,,,,,,,36
9/9/2010 3:30,0,5.95,43.17,14.69,0,0,157,1.89,11.68,,,,,,,,,,,,,,38
9/9/2010 4:00,0,8.11,39.79,14.68,0,0,155,1.29,11.81,,,,,,,,,,,,,,39
9/9/2010 4:30,,,,14.77,0,0,190,1.46,11.82,,,,,,,,,,,,,,41
9/9/2010 5:00,2,15.19,34.75,14.67,0,0,175,1.74,11.91,,,,,,,,,,,,,,41
9/9/2010 5:30,2,19.7,28.56,14.55,0,0,150,1.64,11.95,,,,,,,,,,,,,,41
9/9/2010 6:00,6,27.6,22.99,14.55,7,0,169,1.6,11.96,,,,,,,,,,,,,,40
9/9/2010 6:30,14,37.82,15.43,14.47,9,0,168,1.69,11.98,,,,,,,,,,,,,,39
9/9/2010 7:00,20,44.38,11.87,14.48,30,0,223,1.45,12.01,,,,,,,,,,,,,,37
9/9/2010 7:30,36,50.49,8.02,14.61,46,0,198,1.45,12.12,,,,,,,,,,,,,,35
9/9/2010 8:00,34,49.96,7.59,14.79,77,0,156,1.28,12.19,,,,,,,,,,,,,,33
9/9/2010 8:30,34,53.29,11.27,15.08,90,0,213,1.25,12.22,,,,,,,,,,,,,,30
9/9/2010 9:00,27,40.77,16.98,15.4,132,0,195,1.5,12.21,,,,,,,,,,,,,,28
9/9/2010 9:30,19,32.28,25.93,15.76,172,0,230,1.66,12.14,,,,,,,,,,,,,,27
9/9/2010 10:00,24,38.61,24.62,15.88,95,0,220,1.7,12.2,,,,,,,,,,,,,,25
9/9/2010 10:30,19,31.76,24,15.86,87,0,201,1.55,12.27,,,,,,,,,,,,,,24
9/9/2010 11:00,18,32.2,23.9,16.14,111,0,207,1.48,12.39,,,,,,,,,,,,,,23
9/9/2010 11:30,16,31.17,25.71,16.43,113,0,203,1.71,12.63,,,,,,,,,,,,,,21
9/9/2010 12:00,13,24.99,28.8,16.49,104,0,208,1.88,12.56,,,,,,,,,,,,,,21
9/9/2010 12:30,18,31.51,30.79,16.74,136,0,213,1.81,12.41,,,,,,,,,,,,,,21
9/9/2010 13:00,18,27.57,30.04,16.93,159,0,242,1.82,12.45,,,,,,,,,,,,,,21
9/9/2010 13:30,16,28.24,30.27,17.22,195,0,214,1.98,12.64,,,,,,,,,,,,,,21
9/9/2010 14:00,14,25.33,34.11,16.86,154,0,222,1.81,12.59,,,,,,,,,,,,,,22
9/9/2010 14:30,18,33.57,27.43,16.84,169,0,201,1.51,13.29,,,,,,,,,,,,,,23
9/9/2010 15:00,17,32.65,25.77,17.16,308,0,221,1.35,13.72,,,,,,,,,,,,,,23
9/9/2010 15:30,24,32.28,33.44,17.23,224,0.01,265,2.65,13.32,,,,,,,,,,,,,,25
9/9/2010 16:00,19,31.39,32.47,16.45,139,0,264,1.79,13.56,,,,,,,,,,,,,,27
9/9/2010 16:30,11,26.23,38.46,16.7,167,0,243,1.1,13.07,,,,,,,,,,,,,,28
9/9/2010 17:00,17,42.33,24.95,17.06,136,0,146,1.04,13.1,,,,,,,,,,,,,,29
9/9/2010 17:30,5,28.42,32.97,17.14,122,0,106,0.83,12.66,,,,,,,,,,,,,,29
9/9/2010 18:00,5,26.1,37.44,17.14,68,0,61,0.82,12.03,,,,,,,,,,,,,,30
9/9/2010 18:30,3,22.8,31.25,16.64,28,0,105,0.9,12.22,,,,,,,,,,,,,,30
9/9/2010 19:00,1,21.49,20.61,16.23,13,0,122,0.78,12.72,,,,,,,,,,,,,,30
9/9/2010 19:30,3,37.11,4.35,15.62,0,0,109,0.81,12.74,,,,,,,,,,,,,,29
9/9/2010 20:00,3,33.01,4.86,14.72,0,0,116,0.96,12.62,,,,,,,,,,,,,,27
9/9/2010 20:30,1,28.96,6.91,14.18,0,0,119,1.05,12.34,,,,,,,,,,,,,,26
9/9/2010 21:00,6,29.4,5.44,13.8,0,0,107,1.08,12.18,,,,,,,,,,,,,,24
9/9/2010 21:30,18,33.57,2.63,13.58,0,0,124,1.26,12.15,,,,,,,,,,,,,,23
9/9/2010 22:00,12,33.01,3.95,13.51,0,0,161,1.48,12.11,,,,,,,,,,,,,,21
9/9/2010 22:30,2,26,7.71,13.75,0,0,135,1.68,12.32,,,,,,,,,,,,,,20
9/9/2010 23:00,11,30.24,5.57,14.04,0,0,146,1.46,12.41,,,,,,,,,,,,,,18
9/9/2010 23:30,1,23.17,8.14,13.71,0,0,136,1.61,12.17,,,,,,,,,,,,,,17
9/10/2010 0:00,0,21.65,13.06,13.75,0,0,123,1.57,12.1,,,,,,,,,,,,,,16
9/10/2010 0:30,1,20.86,18.59,14.32,0,0,113,1.4,12.29,,,,,,,,,,,,,,14
9/10/2010 1:00,0,16.93,21.85,14.53,0,0,104,1.21,12.37,,,,,,,,,,,,,,14
9/10/2010 1:30,,,,14.69,0,0,146,1.98,12.27,,,,,,,,,,,,,,13
9/10/2010 2:00,0,17.01,24.63,14.35,0,0,140,1.87,12.16,,,,,,,,,,,,,,12
9/10/2010 2:30,0,22.58,15.65,13.84,0,0,134,1.56,12.13,,,,,,,,,,,,,,11
9/10/2010 3:00,0,20.56,17.37,13.75,0,0,138,1.76,12.11,,,,,,,,,,,,,,11
9/10/2010 3:30,1,20.89,16.6,13.97,0,0,145,1.56,12.13,,,,,,,,,,,,,,12
9/10/2010 4:00,1,18.03,21.86,14.06,0,0,154,1.63,11.95,,,,,,,,,,,,,,13
9/10/2010 4:30,1,26.8,12.62,13.65,0,0,163,1.66,11.65,,,,,,,,,,,,,,13
9/10/2010 5:00,1,32.39,7.55,13.33,0,0,153,1.95,11.5,,,,,,,,,,,,,,13
9/10/2010 5:30,2,29.37,9.13,13.02,0,0,145,1.76,11.44,,,,,,,,,,,,,,14
9/10/2010 6:00,6,31.34,4.87,12.92,7,0,139,1.61,11.48,,,,,,,,,,,,,,14
9/10/2010 6:30,14,30.32,2.18,12.82,15,0,143,1.63,11.58,,,,,,,,,,,,,,13
9/10/2010 7:00,18,35.59,4.63,13.39,26,0,142,1.28,11.67,,,,,,,,,,,,,,13
9/10/2010 7:30,16,33.48,7.02,13.65,66,0,127,1.11,11.77,,,,,,,,,,,,,,13
9/10/2010 8:00,20,33.1,9.68,13.83,98,0,146,1.48,11.76,,,,,,,,,,,,,,13
9/10/2010 8:30,21,27.8,15.47,14.96,308,0,127,1.47,11.99,,,,,,,,,,,,,,13
9/10/2010 9:00,32,36.22,16.27,15.78,394,0,194,1.24,12.14,,,,,,,,,,,,,,12
9/10/2010 9:30,40,31.88,14.48,16.73,477,0,166,1.33,12.54,,,,,,,,,,,,,,13
9/10/2010 10:00,34,35.09,17.91,16.81,584,0,215,1.8,12.8,,,,,,,,,,,,,,12
9/10/2010 10:30,23,30.22,23.14,17.36,559,0,224,1.38,12.81,,,,,,,,,,,,,,13
9/10/2010 11:00,17,25.94,29.45,18.24,592,0,216,1.28,12.77,,,,,,,,,,,,,,13
9/10/2010 11:30,17,24.16,36.27,18.23,377,0,256,2,12.07,,,,,,,,,,,,,,15
9/10/2010 12:00,17,26.43,42.04,18.93,582,0,245,1.62,11.76,,,,,,,,,,,,,,16
9/10/2010 12:30,19,28.28,40.22,18.69,172,0,279,2,11.91,,,,,,,,,,,,,,18
9/10/2010 13:00,24,37.74,42.45,19.01,289,0,257,2.05,11.52,,,,,,,,,,,,,,20
9/10/2010 13:30,19,33.01,44.82,19.19,312,0,266,1.78,11.6,,,,,,,,,,,,,,22
9/10/2010 14:00,17,28.68,49.63,19.89,515,0,253,2.06,11.6,,,,,,,,,,,,,,25
9/10/2010 14:30,20,24.78,51.99,20.39,540,0,268,2.42,11.04,,,,,,,,,,,,,,28
9/10/2010 15:00,15,19.7,57.09,20.5,510,0,265,2.85,9.78,,,,,,,,,,,,,,31
9/10/2010 15:30,18,25.83,58.28,20.72,434,0,260,2.21,9.36,,,,,,,,,,,,,,34
9/10/2010 16:00,15,34.73,52.67,20.42,209,0,265,1.49,10.28,,,,,,,,,,,,,,37
9/10/2010 16:30,16,28.13,55.09,20.51,242,0,260,1.48,10.61,,,,,,,,,,,,,,39
9/10/2010 17:00,17,32.91,54.13,20.55,183,0,273,1.63,10.48,,,,,,,,,,,,,,42
9/10/2010 17:30,16,39.8,44.13,20.66,145,0,250,1.3,10.76,,,,,,,,,,,,,,44
9/10/2010 18:00,20,45.54,37.54,20.33,78,0,261,1.48,10.58,,,,,,,,,,,,,,45
9/10/2010 18:30,9,45.3,30.72,19.64,31,0,203,0.87,11.55,,,,,,,,,,,,,,45
9/10/2010 19:00,1,32.45,25.35,18.36,9,0,119,0.96,12.62,,,,,,,,,,,,,,45
9/10/2010 19:30,0,32.48,20.95,17.66,0,0,114,0.85,12.81,,,,,,,,,,,,,,44
9/10/2010 20:00,0,31.03,20.39,17.27,0,0,114,0.85,12.86,,,,,,,,,,,,,,43
9/10/2010 20:30,0,25.96,22.25,16.87,0,0,119,0.73,13.1,,,,,,,,,,,,,,42
9/10/2010 21:00,0,23.9,24.01,16.53,0,0,121,0.84,12.93,,,,,,,,,,,,,,41
9/10/2010 21:30,0,20.97,26.09,16.09,0,0,124,0.83,12.6,,,,,,,,,,,,,,39
9/10/2010 22:00,0,24.01,22.96,16.1,0,0,123,0.99,12.47,,,,,,,,,,,,,,38
9/10/2010 22:30,0,25.17,21.53,16.09,0,0,128,1.16,12.47,,,,,,,,,,,,,,36
9/10/2010 23:00,0,23.15,22.77,15.82,0,0.04,129,1.16,12.82,,,,,,,,,,,,,,34
9/10/2010 23:30,0,25,19.73,15.75,0,0,135,1.33,12.86,,,,,,,,,,,,,,31
9/11/2010 0:00,1,28.34,17.26,15.85,0,0,141,1.36,12.8,,,,,,,,,,,,,,29
9/11/2010 0:30,0,26.9,16.25,15.76,0,0,127,1.25,12.85,,,,,,,,,,,,,,27
9/11/2010 1:00,1,22.82,18.97,15.66,0,0,119,1.03,12.79,,,,,,,,,,,,,,24
9/11/2010 1:30,0,21.24,19.09,15.6,0,0,135,1.26,12.78,,,,,,,,,,,,,,23
9/11/2010 2:00,0,22.34,14.03,15.34,0,0,124,1.32,12.82,,,,,,,,,,,,,,21
9/11/2010 2:30,,,,15.31,0,0,133,1.42,12.75,,,,,,,,,,,,,,21
9/11/2010 3:00,0,19.94,15.84,15.29,0,0,133,1.49,12.8,,,,,,,,,,,,,,20
9/11/2010 3:30,0,16.56,19.12,15.25,0,0,127,1.38,12.7,,,,,,,,,,,,,,20
9/11/2010 4:00,0,13.96,20.17,15.29,0,0,120,1.52,12.68,,,,,,,,,,,,,,20
9/11/2010 4:30,0,14.75,20.99,15.38,0,0,134,1.35,12.56,,,,,,,,,,,,,,20
9/11/2010 5:00,1,17.42,17.14,15.39,0,0,121,1.51,12.6,,,,,,,,,,,,,,19
9/11/2010 5:30,1,15.88,15.16,15.29,0,0,128,1.51,12.61,,,,,,,,,,,,,,19
9/11/2010 6:00,1,17.98,13.06,15.24,7,0,129,1.53,12.61,,,,,,,,,,,,,,18
9/11/2010 6:30,2,19.33,11.18,15.31,20,0,123,1.37,12.6,,,,,,,,,,,,,,17
9/11/2010 7:00,6,20.61,11.16,15.59,44,0,91,0.6,12.71,,,,,,,,,,,,,,17
9/11/2010 7:30,19,28.72,8.23,15.7,78,0,277,1.22,13.07,,,,,,,,,,,,,,16
9/11/2010 8:00,30,33.64,5.5,15.59,87,0,337,1.23,13.32,,,,,,,,,,,,,,15
9/11/2010 8:30,36,33.27,10.13,16.44,307,0,263,1.18,13.42,,,,,,,,,,,,,,15
9/11/2010 9:00,28,31.35,15.16,17.71,376,0,293,0.83,13.37,,,,,,,,,,,,,,14
9/11/2010 9:30,18,23.65,20.64,19.09,418,0,274,0.77,13.38,,,,,,,,,,,,,,15
9/11/2010 10:00,11,20.64,32.13,20.47,504,0,110,1.28,13.26,,,,,,,,,,,,,,16
9/11/2010 10:30,6,16.17,38.99,20.69,480,0,150,1.7,13.11,,,,,,,,,,,,,,17
9/11/2010 11:00,8,16.8,47.17,21.18,574,0,212,1.27,12.8,,,,,,,,,,,,,,19
9/11/2010 11:30,9,19.99,53.78,21.62,592,0,124,1.31,12.61,,,,,,,,,,,,,,21
9/11/2010 12:00,3,10.86,64.35,22.07,596,0,109,0.9,12.29,,,,,,,,,,,,,,24
9/11/2010 12:30,8,15.39,69.2,22.6,660,0,103,1.32,11.92,,,,,,,,,,,,,,27
9/11/2010 13:00,2,8.66,72.46,23.03,644,0,141,1.55,11.54,,,,,,,,,,,,,,31
9/11/2010 13:30,7,21.22,70.47,23.28,658,0,201,1.09,11.34,,,,,,,,,,,,,,34
9/11/2010 14:00,9,20.13,71.92,23.64,645,0,235,1.2,11.07,,,,,,,,,,,,,,38
9/11/2010 14:30,5,14.29,79.66,23.85,589,0,218,1.21,11.09,,,,,,,,,,,,,,42
9/11/2010 15:00,6,18.24,81.06,24.65,553,0,222,1.1,10.91,,,,,,,,,,,,,,46
9/11/2010 15:30,1,6.15,87.5,24.21,487,0,113,1.62,11.52,,,,,,,,,,,,,,51
9/11/2010 16:00,2,10.18,86.64,24.6,415,0,139,1.33,11.18,,,,,,,,,,,,,,56
9/11/2010 16:30,1,4.54,89.05,24.06,348,0,108,1.6,11.67,,,,,,,,,,,,,,61
9/11/2010 17:00,1,5.37,88.7,23.81,272,0,102,1.8,11.9,,,,,,,,,,,,,,66
9/11/2010 17:30,0,3.51,89.33,23.26,189,0,90,1.98,11.76,,,,,,,,,,,,,,70
9/11/2010 18:00,0,3.94,86.66,22.96,116,0,96,1.67,11.75,,,,,,,,,,,,,,74
9/11/2010 18:30,1,17.79,61.87,22.03,48,0,119,1.14,12.83,,,,,,,,,,,,,,75
9/11/2010 19:00,1,25.44,48.32,20.41,12,0,119,0.95,13.33,,,,,,,,,,,,,,75
9/11/2010 19:30,4,32.28,37.8,19.26,0,0,207,0.77,13.29,,,,,,,,,,,,,,74
9/11/2010 20:00,7,47.73,25.73,18.76,0,0,201,0.8,13.13,,,,,,,,,,,,,,72
9/11/2010 20:30,10,49.1,26.13,18.26,0,0,212,0.75,12.88,,,,,,,,,,,,,,69
9/11/2010 21:00,5,32.59,41.79,18.08,0,0,180,1.18,12.59,,,,,,,,,,,,,,67
9/11/2010 21:30,2,26.21,47.65,17.92,0,0,158,1.5,12.47,,,,,,,,,,,,,,66
9/11/2010 22:00,3,25.45,43.33,17.62,0,0,188,1.31,12.54,,,,,,,,,,,,,,64
9/11/2010 22:30,5,20.96,45.13,17.2,0,0,211,1.28,12.7,,,,,,,,,,,,,,62
9/11/2010 23:00,3,15.31,44.88,17.08,0,0,209,1.52,12.63,,,,,,,,,,,,,,59
9/11/2010 23:30,2,18.84,42.41,16.58,0,0,145,1.66,12.54,,,,,,,,,,,,,,57
9/12/2010 0:00,0,13.77,44.56,16.39,0,0,136,1.67,12.27,,,,,,,,,,,,,,54
9/12/2010 0:30,0,8.17,49.64,16.5,0,0,127,1.76,11.93,,,,,,,,,,,,,,51
9/12/2010 1:00,0,7.76,49.46,16.3,0,0,130,1.81,11.78,,,,,,,,,,,,,,49
9/12/2010 1:30,0,7.26,51.97,16.39,0,0,115,2.13,11.53,,,,,,,,,,,,,,47
9/12/2010 2:00,0,6.89,52.77,16.37,0,0,111,2.14,11.35,,,,,,,,,,,,,,45
9/12/2010 2:30,0,6.53,56.24,16.27,0,0,101,1.69,11.12,,,,,,,,,,,,,,44
9/12/2010 3:00,0,7.04,50.79,15.83,0,0,107,1.94,11.2,,,,,,,,,,,,,,44
9/12/2010 3:30,,,,15.46,0,0,104,1.75,11.13,,,,,,,,,,,,,,45
9/12/2010 4:00,0,7.37,46.94,15.16,0,0,114,1.66,11.09,,,,,,,,,,,,,,46
9/12/2010 4:30,0,8.48,41.03,14.68,0,0,62,1.18,11.07,,,,,,,,,,,,,,47
9/12/2010 5:00,1,24,16.18,13.63,0,0,282,1.06,11.31,,,,,,,,,,,,,,46
9/12/2010 5:30,2,29.98,12.75,13.22,0,0,197,1.14,11.31,,,,,,,,,,,,,,43
9/12/2010 6:00,2,22.13,16.34,12.89,9,0,101,0.98,11.09,,,,,,,,,,,,,,41
9/12/2010 6:30,1,12.81,29.98,13.36,26,0,128,1.49,11.02,,,,,,,,,,,,,,40
9/12/2010 7:00,3,16.06,17.16,13.49,60,0,312,0.97,11.17,,,,,,,,,,,,,,39
9/12/2010 7:30,15,28.16,8.31,13.52,91,0,337,1.18,11.58,,,,,,,,,,,,,,36
9/12/2010 8:00,17,29.29,10.78,14.71,175,0,311,0.62,11.95,,,,,,,,,,,,,,34
9/12/2010 8:30,17,27.75,19.35,16.42,262,0,272,0.63,12.09,,,,,,,,,,,,,,32
9/12/2010 9:00,12,23.53,28.99,17.75,253,0,222,0.94,12.15,,,,,,,,,,,,,,31
9/12/2010 9:30,7,17.53,41.85,19.33,412,0,111,0.79,12.2,,,,,,,,,,,,,,30
9/12/2010 10:00,5,13.34,60.67,20.79,477,0,127,0.9,11.45,,,,,,,,,,,,,,30
9/12/2010 10:30,4,10.12,65.92,21.32,514,0,160,1.17,11.26,,,,,,,,,,,,,,31
9/12/2010 11:00,3,11.14,68.92,21.73,560,0,84,1.06,11.26,,,,,,,,,,,,,,32
9/12/2010 11:30,3,8.87,71.05,22.44,574,0,135,1.07,11.37,,,,,,,,,,,,,,35
9/12/2010 12:00,6,16.88,71.76,23.09,597,0,142,1.11,11.05,,,,,,,,,,,,,,36
9/12/2010 12:30,5,13.16,77.46,23.36,626,0,243,1.25,10.58,,,,,,,,,,,,,,39
9/12/2010 13:00,9,18.13,78.87,23.28,561,0,292,1.85,10.44,,,,,,,,,,,,,,43
9/12/2010 13:30,6,13.2,82.64,23.67,447,0,132,0.93,10.1,,,,,,,,,,,,,,47
9/12/2010 14:00,3,11.22,87.71,24.18,586,0,89,1.17,9.98,,,,,,,,,,,,,,51
9/12/2010 14:30,4,13.53,88.33,24.33,487,0,91,1.03,9.79,,,,,,,,,,,,,,55
9/12/2010 15:00,5,14.9,90.02,24.7,530,0,146,0.98,9.3,,,,,,,,,,,,,,60
9/12/2010 15:30,8,30.9,84.18,24.78,380,0,232,1.04,9.04,,,,,,,,,,,,,,64
9/12/2010 16:00,3,11.48,96.97,24.27,349,0,94,0.93,9.08,,,,,,,,,,,,,,70
9/12/2010 16:30,9,30.41,83.65,24.52,279,0,225,0.97,10.13,,,,,,,,,,,,,,74
9/12/2010 17:00,1,7.57,99.51,24.28,241,0,90,1.03,10.41,,,,,,,,,,,,,,78
9/12/2010 17:30,0,6.72,97.66,24.14,212,0,94,0.83,10.72,,,,,,,,,,,,,,82
9/12/2010 18:00,1,8.66,85.42,23.06,56,0,94,0.96,11.66,,,,,,,,,,,,,,83
9/12/2010 18:30,6,25.68,51.68,21.64,15,0,250,1.97,13.48,,,,,,,,,,,,,,82
9/12/2010 19:00,4,20.18,45.51,18.99,7,0,324,3.5,13.4,,,,,,,,,,,,,,81
9/12/2010 19:30,3,15.57,54.89,17.47,0,0,316,3.95,12.31,,,,,,,,,,,,,,80
9/12/2010 20:00,2,6.87,66.3,16.39,0,0,323,4.13,11.5,,,,,,,,,,,,,,79
9/12/2010 20:30,1,6.05,71.28,15.3,0,0.02,312,4.05,11.78,,,,,,,,,,,,,,79
9/12/2010 21:00,2,7.96,63.67,14.1,0,4.43,297,3.1,12.82,,,,,,,,,,,,,,78
9/12/2010 21:30,2,8.34,63.19,13.63,0,6.13,292,2.39,12.93,,,,,,,,,,,,,,77
9/12/2010 22:00,2,8.44,61.86,13.42,0,5.37,306,2.58,12.78,,,,,,,,,,,,,,75
9/12/2010 22:30,3,8.55,61.11,13.27,0,1.53,312,2.74,12.61,,,,,,,,,,,,,,74
9/12/2010 23:00,1,10.14,58.68,13.27,0,1.13,307,2.7,12.63,,,,,,,,,,,,,,72
9/12/2010 23:30,1,10.03,56.82,13.31,0,1.28,303,2.76,12.69,,,,,,,,,,,,,,70
9/13/2010 0:00,1,8.75,54.88,13.44,0,0.52,291,2.48,12.85,,,,,,,,,,,,,,67
9/13/2010 0:30,0,7.32,55.85,13.43,0,0.32,297,2.67,12.79,,,,,,,,,,,,,,66
9/13/2010 1:00,0,7.42,51.47,13.55,0,0.08,278,3,12.86,,,,,,,,,,,,,,63
9/13/2010 1:30,1,10.55,47.71,13.66,0,0.01,289,2.72,12.82,,,,,,,,,,,,,,59
9/13/2010 2:00,1,13.41,42.63,13.73,0,0.94,301,1.61,12.86,,,,,,,,,,,,,,57
9/13/2010 2:30,0,12.56,38.32,13.7,0,0.38,336,1.52,12.92,,,,,,,,,,,,,,56
9/13/2010 3:00,0,10.87,38.23,13.64,0,0.75,311,1.82,12.9,,,,,,,,,,,,,,55
9/13/2010 3:30,0,13.55,34.01,13.56,0,0.13,334,1.9,12.87,,,,,,,,,,,,,,54
9/13/2010 4:00,0,12.45,33.51,13.56,0,0.2,314,2.17,12.8,,,,,,,,,,,,,,52
9/13/2010 4:30,,,,13.59,0,0.02,330,2.18,12.81,,,,,,,,,,,,,,51
9/13/2010 5:00,3,20.05,24.23,13.67,0,0.01,313,1.76,12.91,,,,,,,,,,,,,,48
9/13/2010 5:30,8,23.2,20.49,13.69,0,0,310,2.17,12.84,,,,,,,,,,,,,,45
9/13/2010 6:00,14,35.33,11.3,13.66,7,0,304,2.21,12.83,,,,,,,,,,,,,,42
9/13/2010 6:30,18,37.45,9.89,13.56,10,0,307,2.38,12.52,,,,,,,,,,,,,,39
9/13/2010 7:00,23,38.03,11.16,13.44,24,0,317,2.75,12.1,,,,,,,,,,,,,,35
9/13/2010 7:30,23,41.84,8.05,13.39,42,0,350,2.29,12.1,,,,,,,,,,,,,,32
9/13/2010 8:00,15,36.45,9.3,13.37,56,0,356,2.48,12.15,,,,,,,,,,,,,,29
9/13/2010 8:30,23,39.51,15.05,13.48,112,0,319,2.32,11.79,,,,,,,,,,,,,,26
9/13/2010 9:00,,,,13.71,216,0,324,2.18,11.72,,,,,,,,,,,,,,25
9/13/2010 9:30,,,,14.17,247,,325,1.79,11.55,,,,,,,,,,,,,,23
9/13/2010 10:00,,,,14.66,248,,319,2.07,11.42,,,,,,,,,,,,,,21
9/13/2010 10:30,16,30.56,32.54,15.17,165,0,314,1.79,11.29,,,,,,,,,,,,,,21
9/13/2010 11:00,15,26.77,36.65,15.22,243,0,316,2.02,10.97,,,,,,,,,,,,,,21
9/13/2010 11:30,14,25.05,41.37,16.13,249,0,314,2.26,10.62,,,,,,,,,,,,,,21
9/13/2010 12:00,7,16.83,40.11,15.98,304,0,3,1.66,10.97,,,,,,,,,,,,,,22
9/13/2010 12:30,12,21.57,43.33,16.39,247,0,333,1.84,10.28,,,,,,,,,,,,,,23
9/13/2010 13:00,21,22.97,48.69,17.03,284,0,309,1.96,9.34,,,,,,,,,,,,,,25
9/13/2010 13:30,12,18.17,48.72,16.91,450,0,321,2.39,9.98,,,,,,,,,,,,,,27
9/13/2010 14:00,9,17.39,54.39,17.33,476,0,324,2.21,9.54,,,,,,,,,,,,,,31
9/13/2010 14:30,15,23.92,51.81,17.55,350,0,306,1.65,9.16,,,,,,,,,,,,,,34
9/13/2010 15:00,10,18.93,53.8,18.09,447,0,339,2.15,9.44,,,,,,,,,,,,,,37
9/13/2010 15:30,6,15.24,57.44,18.21,318,0,344,1.66,8.79,,,,,,,,,,,,,,41
9/13/2010 16:00,8,18.02,56.05,18.64,343,0,321,1.28,8.71,,,,,,,,,,,,,,45
9/13/2010 16:30,10,22.5,56.33,18.76,348,0,345,1.27,8.38,,,,,,,,,,,,,,48
9/13/2010 17:00,8,19.73,57.65,18.44,190,0,350,1.37,7.99,,,,,,,,,,,,,,48
9/13/2010 17:30,23,34.74,44.29,18.65,187,0,305,1.14,8.18,,,,,,,,,,,,,,48
9/13/2010 18:00,17,44.69,41.06,18.63,104,0,262,0.82,7.87,,,,,,,,,,,,,,48
9/13/2010 18:30,1,21.32,37.04,16.69,26,0,99,0.66,9.92,,,,,,,,,,,,,,48
9/13/2010 19:00,1,24.9,27.03,15.03,10,0,121,1.04,10.35,,,,,,,,,,,,,,47
9/13/2010 19:30,0,26.15,23.41,14.09,0,0,116,1.24,10.32,,,,,,,,,,,,,,46
9/13/2010 20:00,0,30.33,21.23,13.76,0,0,135,1.27,10.14,,,,,,,,,,,,,,45
9/13/2010 20:30,0,25.99,23.67,13.83,0,0,130,1.22,10.18,,,,,,,,,,,,,,44
9/13/2010 21:00,0,24.93,24.26,13.8,0,0,144,1.64,10.17,,,,,,,,,,,,,,42
9/13/2010 21:30,1,28.2,18.11,13.44,0,0,140,1.72,10.2,,,,,,,,,,,,,,40
9/13/2010 22:00,0,27.05,17.95,13.21,0,0,143,1.77,10.29,,,,,,,,,,,,,,38
9/13/2010 22:30,1,27.63,15.87,13.27,0,0,146,1.69,10.38,,,,,,,,,,,,,,36
9/13/2010 23:00,1,29.61,13.11,13.39,0,0,135,1.7,10.48,,,,,,,,,,,,,,33
9/13/2010 23:30,2,30.08,13.51,13.31,0,0,137,1.66,10.39,,,,,,,,,,,,,,31
9/14/2010 0:00,2,28.13,16.18,13.22,0,0,151,1.37,10.27,,,,,,,,,,,,,,28
9/14/2010 0:30,1,24.41,18.85,13.14,0,0,137,1.7,10.13,,,,,,,,,,,,,,26
9/14/2010 1:00,0,22.51,24.79,13.27,0,0,131,1.76,9.92,,,,,,,,,,,,,,24
9/14/2010 1:30,,,,12.77,0,0,130,1.46,9.97,,,,,,,,,,,,,,22
9/14/2010 2:00,0,23.45,14.54,12.28,0,0,133,1.72,9.97,,,,,,,,,,,,,,21
9/14/2010 2:30,1,23,13.03,11.98,0,0,130,1.51,9.9,,,,,,,,,,,,,,19
9/14/2010 3:00,1,22,8.47,11.59,0,0,121,1.9,9.93,,,,,,,,,,,,,,18
9/14/2010 3:30,1,21.27,11.42,11.85,0,0,131,1.82,10,,,,,,,,,,,,,,17
9/14/2010 4:00,1,19.7,11.34,11.97,0,0,130,1.71,10.01,,,,,,,,,,,,,,16
9/14/2010 4:30,1,21.74,9.53,12.02,0,0,127,1.93,10.02,,,,,,,,,,,,,,15
9/14/2010 5:00,1,22.82,16.52,12.55,0,0,152,2.07,9.9,,,,,,,,,,,,,,15
9/14/2010 5:30,1,27.53,12.75,12.68,0,0,125,1.89,9.86,,,,,,,,,,,,,,15
9/14/2010 6:00,2,31.32,9.53,12.6,6,0,139,2.09,9.93,,,,,,,,,,,,,,14
9/14/2010 6:30,4,33.44,8,12.69,11,0,143,2.16,9.96,,,,,,,,,,,,,,13
9/14/2010 7:00,14,38.73,6.11,12.8,22,0,140,2.15,9.94,,,,,,,,,,,,,,13
9/14/2010 7:30,11,38.73,7.8,13.02,37,0,145,2.03,9.8,,,,,,,,,,,,,,13
9/14/2010 8:00,16,41.89,7.86,13.32,48,0,147,1.9,9.84,,,,,,,,,,,,,,12
9/14/2010 8:30,21,44.84,9.29,13.65,81,0,155,2.01,9.93,,,,,,,,,,,,,,11
9/14/2010 9:00,15,41.3,10.44,13.99,81,0,137,2.1,10.11,,,,,,,,,,,,,,10
9/14/2010 9:30,18,44.83,12.05,14.29,75,0,153,2.09,10.09,,,,,,,,,,,,,,11
9/14/2010 10:00,23,70.71,13.82,14.45,91,0.04,164,1.86,10.54,,,,,,,,,,,,,,10
9/14/2010 10:30,14,38.82,18.95,14.61,107,0,149,2.29,10.63,,,,,,,,,,,,,,11
